,test_edge_hard.BO.x,test_edge_hard.BO.mean,test_edge_hard.BO.low,test_edge_hard.BO.high,test_edge_hard.Dummy.x,test_edge_hard.Dummy.mean,test_edge_hard.Dummy.low,test_edge_hard.Dummy.high,test_edge_hard.GA.x,test_edge_hard.GA.mean,test_edge_hard.GA.low,test_edge_hard.GA.high,test_edge_hard.Random.x,test_edge_hard.Random.mean,test_edge_hard.Random.low,test_edge_hard.Random.high,test_edge_hard.SGD.x,test_edge_hard.SGD.mean,test_edge_hard.SGD.low,test_edge_hard.SGD.high,test_edge_medium.BO.x,test_edge_medium.BO.mean,test_edge_medium.BO.low,test_edge_medium.BO.high,test_edge_medium.Dummy.x,test_edge_medium.Dummy.mean,test_edge_medium.Dummy.low,test_edge_medium.Dummy.high,test_edge_medium.GA.x,test_edge_medium.GA.mean,test_edge_medium.GA.low,test_edge_medium.GA.high,test_edge_medium.Random.x,test_edge_medium.Random.mean,test_edge_medium.Random.low,test_edge_medium.Random.high,test_edge_medium.SGD.x,test_edge_medium.SGD.mean,test_edge_medium.SGD.low,test_edge_medium.SGD.high,test_hard.BO.x,test_hard.BO.mean,test_hard.BO.low,test_hard.BO.high,test_hard.Dummy.x,test_hard.Dummy.mean,test_hard.Dummy.low,test_hard.Dummy.high,test_hard.GA.x,test_hard.GA.mean,test_hard.GA.low,test_hard.GA.high,test_hard.Random.x,test_hard.Random.mean,test_hard.Random.low,test_hard.Random.high,test_hard.SGD.x,test_hard.SGD.mean,test_hard.SGD.low,test_hard.SGD.high,test_realworld.BO.x,test_realworld.BO.mean,test_realworld.BO.low,test_realworld.BO.high,test_realworld.Dummy.x,test_realworld.Dummy.mean,test_realworld.Dummy.low,test_realworld.Dummy.high,test_realworld.GA.x,test_realworld.GA.mean,test_realworld.GA.low,test_realworld.GA.high,test_realworld.Random.x,test_realworld.Random.mean,test_realworld.Random.low,test_realworld.Random.high,test_realworld.SGD.x,test_realworld.SGD.mean,test_realworld.SGD.low,test_realworld.SGD.high,test_simple.BO.x,test_simple.BO.mean,test_simple.BO.low,test_simple.BO.high,test_simple.Dummy.x,test_simple.Dummy.mean,test_simple.Dummy.low,test_simple.Dummy.high,test_simple.GA.x,test_simple.GA.mean,test_simple.GA.low,test_simple.GA.high,test_simple.Random.x,test_simple.Random.mean,test_simple.Random.low,test_simple.Random.high,test_simple.SGD.x,test_simple.SGD.mean,test_simple.SGD.low,test_simple.SGD.high
26,780.0,-48.36119999950908,-48.92559548188872,-47.59768657025828,780.0,-49.999999999503316,-49.999999999529564,-49.999999999478725,780.0,-45.45011999950237,-46.44762556439662,-44.279688846187945,780.0,-45.82589999951329,-46.68861258315775,-44.773066961806066,780.0,-45.58447999950802,-46.58193003301765,-44.512419942480726,780.0,-47.17425999951233,-47.97522063068966,-46.37104657102476,780.0,-49.99999999949245,-49.999999999519886,-49.99999999946572,780.0,-43.83491999950536,-44.94110964377708,-42.60148206104798,780.0,-43.89403999949804,-45.0515714616546,-42.73514813736836,780.0,-44.438019999504895,-45.48970957485849,-43.31557326309146,780.0,-40.65765999948878,-41.747396251835674,-39.54800509808781,780.0,-44.70957999947727,-45.516738665136664,-43.73499155487507,780.0,-40.04509999949265,-41.129833799745825,-38.8197788031207,780.0,-39.94883999950892,-41.06641238808723,-38.72419385908431,780.0,-38.56801999952076,-39.6875067020646,-37.35988451124547,780.0,-21.447703703217698,-23.941313703990453,-19.724801295699233,780.0,-49.999999999511104,-49.99999999955736,-49.99999999946613,780.0,-22.63229629581511,-25.061723520010013,-20.53065128150153,780.0,-22.395999999473773,-24.70941872547536,-20.427718718688535,780.0,-20.440074073530507,-22.40145417937157,-18.79500051869389,780.0,-11.688066666175034,-12.060329196591523,-11.41113333283445,780.0,-15.871266666155226,-16.57222804824541,-15.19549267717629,780.0,-11.004999999454913,-11.37181022932229,-10.73045354655122,780.0,-11.082666666165842,-11.466887969659766,-10.805853186455156,780.0,-11.140866666171792,-11.527792467815567,-10.85520516271061
27,810.0,-48.361199999508855,-48.92559548188254,-47.59768657026451,810.0,-49.99999999950702,-49.999999999535206,-49.99999999948197,810.0,-45.372999999499186,-46.32192732755143,-44.174516862777615,810.0,-45.76591999951671,-46.66074529170067,-44.7338971083571,810.0,-45.45429999950208,-46.46764331112127,-44.401182884553435,810.0,-47.11157999948368,-47.918059302751644,-46.312758069720054,810.0,-49.999999999509114,-49.99999999953565,-49.99999999948499,810.0,-43.82169999951885,-44.92822217880658,-42.56109107588262,810.0,-43.88823999950203,-45.04932084311031,-42.73480401066311,810.0,-44.30631999950738,-45.395732889699026,-43.21049928462078,810.0,-40.55441999950509,-41.66615071632642,-39.431212448197584,810.0,-44.548699999515875,-45.37390571097245,-43.58659271520003,810.0,-39.86923999949329,-40.95758946593739,-38.63480072021006,810.0,-39.768499999487645,-40.9777115572383,-38.57712210779049,810.0,-38.36191999949026,-39.47019915529338,-37.11278545007799,810.0,-21.136222221718064,-23.58180234235896,-19.420785535289752,810.0,-49.99999999948549,-49.99999999953424,-49.999999999442046,810.0,-22.576148147664817,-25.023138978980633,-20.511742049165377,810.0,-22.15014814768779,-24.473725481488227,-20.16689584367285,810.0,-20.208148147617532,-22.01879222328212,-18.381582394878937,810.0,-11.65006666615391,-12.015134947370154,-11.365734510952842,810.0,-15.870066666171775,-16.57128433192279,-15.195239083684534,810.0,-10.98446666615518,-11.354677996783487,-10.703953810533289,810.0,-11.059733332812765,-11.430976018944387,-10.786668146042109,810.0,-11.086799999445963,-11.48634643566565,-10.802279538795634
28,840.0,-48.3611999995242,-48.92559548190904,-47.59768657028974,840.0,-49.999999999495095,-49.99999999952057,-49.99999999946985,840.0,-45.36955999950635,-46.32445640976968,-44.17322002902104,840.0,-45.69281999950164,-46.60903500351697,-44.639429539005114,840.0,-45.424379999512304,-46.43985148972436,-44.38053171013695,840.0,-47.03891999949439,-47.869684410911695,-46.23607088629501,840.0,-49.99999999949542,-49.999999999518636,-49.99999999946886,840.0,-43.73461999949902,-44.81720680930954,-42.51686321986131,840.0,-43.72461999950901,-44.951865265025255,-42.53396997713282,840.0,-44.16913999950862,-45.29761660681659,-43.00030148748472,840.0,-40.41245999949635,-41.520519291749196,-39.29550062631022,840.0,-44.53929999948781,-45.371219407449516,-43.57671475668637,840.0,-39.701599999523445,-40.81903481894687,-38.47737732131694,840.0,-39.64265999950356,-40.8043667247232,-38.41594025559056,840.0,-37.988779999495655,-39.09947795867999,-36.71108737447753,840.0,-21.02081481435406,-23.413451436625206,-19.232087401173775,840.0,-49.999999999493596,-49.99999999954156,-49.9999999994397,840.0,-22.5512592587113,-24.994846396222822,-20.475838997643685,840.0,-22.12459259215305,-24.453285124312117,-20.14210897811763,840.0,-20.102888888382193,-21.995043682902008,-18.310813581132464,840.0,-11.6311333328635,-11.983912068250529,-11.332721614069417,840.0,-15.846466666190466,-16.55286666619713,-15.175872977696946,840.0,-10.919133332839046,-11.302432347252935,-10.639980725951999,840.0,-11.04079999949098,-11.418317325788355,-10.770530559150222,840.0,-11.05206666615997,-11.45692140972928,-10.775959004078048
29,870.0,-48.36119999947006,-48.92559548182669,-47.59768657020594,870.0,-49.99999999948464,-49.99999999951079,-49.9999999994608,870.0,-45.351439999495504,-46.322753341712854,-44.147306318934085,870.0,-45.61575999947757,-46.536947072126154,-44.586354109360435,870.0,-45.42219999950766,-46.43637630277106,-44.37325564082174,870.0,-47.038919999513844,-47.869684410923156,-46.23607088632769,870.0,-49.99999999947914,-49.999999999505675,-49.99999999945402,870.0,-43.657179999521034,-44.740760666632205,-42.45882307061718,870.0,-43.712239999497086,-44.94161355624221,-42.515441823298644,870.0,-44.097259999492096,-45.19434393373185,-42.93530258385657,870.0,-40.40281999946977,-41.508372932215956,-39.28782646320185,870.0,-44.47969999950563,-45.33439827306478,-43.48006134322684,870.0,-39.43735999949597,-40.48545893038639,-38.205251068336146,870.0,-39.423319999496705,-40.548604938701025,-38.191962190735545,870.0,-37.65311999948966,-38.75549408115421,-36.434941468045835,870.0,-21.00162962914774,-23.418855688913514,-19.236525315923846,870.0,-49.99999999948986,-49.99999999954141,-49.99999999944239,870.0,-22.47022222168068,-24.944999600461895,-20.439882715612633,870.0,-21.87999999944394,-24.196845415061453,-19.891049691723474,870.0,-20.036222221701767,-21.90023112404462,-18.25232665272103,870.0,-11.605533332862223,-11.966449895669388,-11.311949750030095,870.0,-15.829333332824314,-16.536715612163984,-15.145644338139405,870.0,-10.894333332874364,-11.27266666620176,-10.608378324193016,870.0,-11.020999999492034,-11.392611159816177,-10.750243641546236,870.0,-11.032266666146693,-11.44105562959216,-10.7596155022237
30,900.0,-48.36119999950752,-48.925595481889395,-47.59768657027648,900.0,-49.99999999950291,-49.999999999527795,-49.99999999947797,900.0,-45.34251999949617,-46.31687095380297,-44.14175768119969,900.0,-45.54389999950976,-46.501624036435445,-44.489288627936155,900.0,-45.35653999948967,-46.3931906201082,-44.31921699425047,900.0,-46.988499999481,-47.825414712827644,-46.18093303748308,900.0,-49.999999999519545,-49.99999999954456,-49.999999999493525,900.0,-43.51921999949219,-44.56165325458476,-42.30575446649398,900.0,-43.64425999950978,-44.89135051320475,-42.42748054273826,900.0,-43.88897999951533,-45.02035897932455,-42.70942696332595,900.0,-40.338619999487086,-41.447600832336725,-39.21827706806828,900.0,-44.42151999949853,-45.280640969210644,-43.40865995388328,900.0,-39.36969999947182,-40.4402837246798,-38.13988396534742,900.0,-39.346639999490215,-40.54400305565508,-38.12131335764291,900.0,-37.48257999951233,-38.5953749820405,-36.2309948295035,900.0,-21.001481480965897,-23.418600758327443,-19.23649938291765,900.0,-49.99999999955744,-49.99999999960026,-49.99999999950893,900.0,-22.403629629158342,-24.896455742019757,-20.359312814405317,900.0,-21.844740740252725,-24.095876208041133,-19.86474477363028,900.0,-19.970740740261085,-21.893260749779735,-18.205445798339802,900.0,-11.580266666174795,-11.944812965936524,-11.295763833011902,900.0,-15.811199999496047,-16.53260878912588,-15.140468975346478,900.0,-10.853666666161972,-11.222302126089932,-10.571084382068694,900.0,-11.004599999476223,-11.387553799173293,-10.736138254715145,900.0,-11.02059999949789,-11.42963918613938,-10.74498781645393
31,930.0,-48.299959999502285,-48.86672575585083,-47.52080892140142,930.0,-49.9999999995021,-49.99999999952674,-49.99999999947806,930.0,-45.22737999950704,-46.20244363292581,-43.975357493791186,930.0,-45.42357999951427,-46.32997480736763,-44.290307270387395,930.0,-45.30387999949681,-46.293582149298715,-44.20001944637627,930.0,-46.98849999950782,-47.82541471283346,-46.18093303752288,930.0,-49.999999999486775,-49.99999999951088,-49.99999999946014,930.0,-43.46121999949532,-44.50572176492658,-42.2084168960879,930.0,-43.44089999951466,-44.70758385450038,-42.21747830422099,930.0,-43.88897999949464,-45.020358979300795,-42.7094269633189,930.0,-40.329179999501825,-41.438118147472466,-39.21297050986762,930.0,-44.36379999950632,-45.2337805294837,-43.33602629815243,930.0,-39.00639999950049,-40.03343988258936,-37.77962472085614,930.0,-39.19641999948454,-40.37325311233196,-37.98450152550488,930.0,-37.43089999951007,-38.539285142094634,-36.169584928793995,930.0,-20.936148147648943,-23.365544601334147,-19.184962962430372,930.0,-49.9999999995049,-49.999999999555236,-49.99999999945685,930.0,-22.015481480975467,-24.661939059566006,-20.107329265589577,930.0,-21.7669629624646,-24.064301714462314,-19.800903129917053,930.0,-19.916962962514617,-21.81012518310269,-18.16074710195752,930.0,-11.539133332846781,-11.906591083385885,-11.254007925196762,930.0,-15.775999999543325,-16.49092675071564,-15.101799282308779,930.0,-10.84373333283067,-11.214423750037659,-10.564172650435625,930.0,-10.972199999512798,-11.366234761251608,-10.703953567425936,930.0,-11.018466666134223,-11.426743053097688,-10.742576484461305
32,960.0,-48.29995999950544,-48.8667257558555,-47.52080892136913,960.0,-49.99999999949784,-49.99999999952265,-49.99999999947382,960.0,-45.14507999947702,-46.10838298116322,-43.91591976771687,960.0,-45.380879999486886,-46.30719485886719,-44.287402787880765,960.0,-45.295219999468515,-46.28219031526412,-44.18422789052021,960.0,-46.98849999949057,-47.82541471281999,-46.180933037477374,960.0,-49.99999999952613,-49.999999999552,-49.99999999950058,960.0,-43.430739999495835,-44.47914867225722,-42.187259623087336,960.0,-43.37527999948847,-44.65338699802431,-42.158828764301084,960.0,-43.707499999496086,-44.851826349803055,-42.48204962979926,960.0,-40.234939999510246,-41.35899123910218,-39.149596650854164,960.0,-44.30759999952095,-45.18715863619978,-43.30115083654022,960.0,-38.879259999507234,-39.9620738335284,-37.65606981926745,960.0,-39.08315999950234,-40.307805902516336,-37.86756778921607,960.0,-37.194079999505824,-38.362201521327,-35.98196382753015,960.0,-20.70392592539855,-23.07610277531323,-19.038716213060727,960.0,-49.99999999948395,-49.99999999953115,-49.99999999943274,960.0,-21.913407406934525,-24.460446931226315,-20.00995633962835,960.0,-21.5791111106645,-24.042984232045765,-19.625741497698858,960.0,-19.9130370365566,-21.808688234141673,-18.15545116744778,960.0,-11.50173333286913,-11.877805049866858,-11.228959015768956,960.0,-15.768066666167854,-16.485125272909755,-15.090468746310503,960.0,-10.80886666616581,-11.193588526873128,-10.531866666155736,960.0,-10.937133332840203,-11.334840342675173,-10.667918969663576,960.0,-10.967733332850178,-11.377655401094255,-10.70410779088355
33,990.0,-48.299959999517334,-48.86672575587529,-47.520808921403,990.0,-49.9999999994999,-49.99999999952526,-49.99999999947589,990.0,-45.13819999949633,-46.10466292693866,-43.904615452135864,990.0,-45.326219999485126,-46.270543994745616,-44.21069294358865,990.0,-45.28223999952532,-46.272656290017366,-44.16662640567196,990.0,-46.98849999947777,-47.82541471282329,-46.18093303747876,990.0,-49.99999999950011,-49.99999999952329,-49.99999999947584,990.0,-43.38047999950424,-44.431479550152325,-42.13908454650045,990.0,-43.243579999485945,-44.49842063450425,-42.040770151486754,990.0,-43.57165999946299,-44.689797067664664,-42.32863751464859,990.0,-40.135079999483466,-41.30152979153858,-39.061423362378164,990.0,-44.24935999948747,-45.11925208608339,-43.22642558711686,990.0,-38.622359999506166,-39.66434361632489,-37.38661739728439,990.0,-38.90859999950364,-40.15969976349064,-37.750370900806864,990.0,-36.988979999479746,-38.12313619902439,-35.75106869574412,990.0,-20.69496296245597,-23.071369626556294,-19.021043185148425,990.0,-49.99999999951581,-49.999999999564565,-49.999999999469175,990.0,-21.62029629579189,-24.0151159122698,-19.687331986366285,990.0,-21.299851851376022,-23.611680952797414,-19.484275004511368,990.0,-19.84644444395797,-21.74563237655899,-18.07391865957689,990.0,-11.501733332774656,-11.877805049749446,-11.228959015668156,990.0,-15.766999999512512,-16.482700392254046,-15.08704610525484,990.0,-10.792199999569908,-11.182018840693814,-10.524841140451926,990.0,-10.91546666617843,-11.309563699192873,-10.646450700106538,990.0,-10.937333332825187,-11.348595719321931,-10.664997162214922
34,1020.0,-48.29193999949908,-48.86249988531864,-47.500632574955475,1020.0,-49.99999999950638,-49.99999999953205,-49.999999999481645,1020.0,-45.022219999475496,-46.04671324831447,-43.77036364158761,1020.0,-45.25181999951184,-46.193349115393985,-44.16082300882595,1020.0,-45.269379999505674,-46.269921400302394,-44.15384546386076,1020.0,-46.91243999949083,-47.77413171257005,-46.08138434214892,1020.0,-49.99999999950945,-49.99999999953386,-49.99999999948456,1020.0,-43.24927999950554,-44.35155332198153,-42.04528073238125,1020.0,-43.16675999950259,-44.38223760393571,-41.96032086993843,1020.0,-43.55935999952386,-44.676221399924515,-42.31800945232215,1020.0,-39.95423999949907,-41.06384169130008,-38.85132001526643,1020.0,-44.24935999950895,-45.11925208610747,-43.226425587146714,1020.0,-38.43689999951736,-39.46050535856065,-37.20055221825245,1020.0,-38.58209999949687,-39.73137220367579,-37.40778327658234,1020.0,-36.73681999947675,-37.88462821892398,-35.47037452039801,1020.0,-20.634518518028454,-22.9915882598879,-19.00723776600356,1020.0,-49.99999999948175,-49.99999999953573,-49.999999999433264,1020.0,-21.37266666615543,-23.725878552168115,-19.44695394450034,1020.0,-21.28044444394705,-23.585529597053434,-19.44645280951589,1020.0,-19.593703703228314,-21.347782371459598,-17.905571409215682,1020.0,-11.482466666155954,-11.857566077813797,-11.210265676601104,1020.0,-15.761133332830477,-16.47581766921889,-15.079814587410615,1020.0,-10.785466666172013,-11.172659950050269,-10.516554552732481,1020.0,-10.890266666118315,-11.284658521132231,-10.628764729736659,1020.0,-10.906533332851234,-11.31694585316157,-10.628621427419533
35,1050.0,-48.29193999949623,-48.86249988530797,-47.50063257495288,1050.0,-49.99999999949453,-49.999999999518636,-49.99999999947066,1050.0,-45.01933999951626,-46.040850874845574,-43.757701901640566,1050.0,-45.250879999513195,-46.19178217770796,-44.159320173066746,1050.0,-45.060199999489846,-46.08099220636313,-43.98502775605422,1050.0,-46.86953999949352,-47.733441590304956,-46.04341079892817,1050.0,-49.99999999950252,-49.99999999952843,-49.99999999947495,1050.0,-43.23665999949881,-44.34576665249034,-42.03283030520696,1050.0,-43.102339999508565,-44.32239162030966,-41.9021040938786,1050.0,-43.555559999506904,-44.663055579320435,-42.30017111355708,1050.0,-39.71779999950173,-40.819343113142985,-38.60547143968143,1050.0,-44.15385999950788,-45.015046387752626,-43.142540156050636,1050.0,-38.33465999947656,-39.36637999947533,-37.09137331505528,1050.0,-38.29379999949503,-39.48161270311748,-37.1402889548648,1050.0,-36.55777999949586,-37.70791586374414,-35.290387980755376,1050.0,-20.62429629576916,-22.956937050387573,-18.985333499725687,1050.0,-49.99999999947942,-49.9999999995311,-49.999999999428,1050.0,-21.353999999488526,-23.69905266653698,-19.438666931008594,1050.0,-21.02970370320312,-23.367401595499132,-19.174563465156098,1050.0,-19.550888888368792,-21.29176817098017,-17.839032150032665,1050.0,-11.469733332826127,-11.832085121157093,-11.197249763766285,1050.0,-15.742933332869898,-16.464135945489495,-15.0452546829622,1050.0,-10.766933332856562,-11.156658408465441,-10.499159888099388,1050.0,-10.857533332836764,-11.248716652625522,-10.595055945074925,1050.0,-10.904133332865682,-11.318209504279235,-10.626132627427838
36,1080.0,-48.29193999951322,-48.862499885318584,-47.50063257497642,1080.0,-49.99999999952435,-49.99999999954972,-49.999999999499046,1080.0,-45.01297999950286,-46.04315073314621,-43.760273216576806,1080.0,-45.23379999950498,-46.19006537535712,-44.13142921524132,1080.0,-45.06019999949661,-46.08099220638869,-43.985027756046314,1080.0,-46.866959999491165,-47.73567908099411,-46.040649868551284,1080.0,-49.99999999949471,-49.999999999519794,-49.999999999466915,1080.0,-43.19677999950967,-44.319183828591235,-41.97212354078119,1080.0,-43.01937999948456,-44.26919559786451,-41.85496740300162,1080.0,-43.47219999949122,-44.61848108072653,-42.229792430892,1080.0,-39.65041999952621,-40.743592629568276,-38.552527473875294,1080.0,-44.14887999948711,-45.01720794724562,-43.1470785245583,1080.0,-38.00941999948051,-39.049536979599395,-36.71014554852971,1080.0,-38.13503999949623,-39.299649942524475,-36.97149268548488,1080.0,-36.47423999952196,-37.60459320116178,-35.209089163233216,1080.0,-20.447925925446217,-22.69727424938118,-18.843694990299902,1080.0,-49.99999999952157,-49.999999999574264,-49.999999999470575,1080.0,-21.231851851387688,-23.572278090604566,-19.314016799753205,1080.0,-20.956148147646733,-23.345519173831175,-19.141735384909,1080.0,-19.421481480963845,-21.125591729803144,-17.659977280847386,1080.0,-11.421733332841647,-11.80918001813446,-11.154670172103051,1080.0,-15.74079999947931,-16.463303316122655,-15.042496088727152,1080.0,-10.756799999523786,-11.147277995986357,-10.486732132539235,1080.0,-10.826266666125218,-11.187466666153304,-10.560216357307617,1080.0,-10.855066666158299,-11.272611417545672,-10.580040519991178
37,1110.0,-48.2901399995111,-48.86131029032747,-47.5001745535469,1110.0,-49.99999999949029,-49.99999999951519,-49.999999999465636,1110.0,-45.00715999950572,-46.04111184766681,-43.75657153448364,1110.0,-45.18145999950611,-46.18182726873893,-44.07367453659794,1110.0,-44.99741999950755,-46.028432454453934,-43.93654569199076,1110.0,-46.86617999950393,-47.734898707368025,-46.03908969283855,1110.0,-49.99999999949857,-49.99999999952208,-49.99999999947248,1110.0,-43.1288399994965,-44.270947742244786,-41.91592100147233,1110.0,-42.87913999948628,-44.13141613044096,-41.64001407412085,1110.0,-43.466619999512794,-44.613406193719634,-42.22700332266596,1110.0,-39.59271999948266,-40.70942785168163,-38.48984574339545,1110.0,-44.14887999950676,-45.017207947270386,-43.147078524566304,1110.0,-37.909379999501276,-38.9309251998503,-36.58745077454171,1110.0,-37.808159999494464,-39.01269048584093,-36.67538774839872,1110.0,-36.23277999949509,-37.33003665742433,-35.00836500909031,1110.0,-20.407777777268347,-22.69007941722757,-18.827360201577953,1110.0,-49.99999999950345,-49.99999999954692,-49.999999999453195,1110.0,-21.21992592544207,-23.57514050880862,-19.305342690888672,1110.0,-20.925925925428764,-23.301117850205948,-19.0755063838903,1110.0,-19.35792592547184,-21.092026762334527,-17.605335199756595,1110.0,-11.418933332821672,-11.804825821067817,-11.152695157955788,1110.0,-15.730866666156489,-16.453505559562313,-15.036858443728294,1110.0,-10.752333332881843,-11.145412639891944,-10.483454835214463,1110.0,-10.819533332812867,-11.19458185838563,-10.555893618031252,1110.0,-10.853799999505256,-11.270205282495432,-10.578236587770807
38,1140.0,-48.27927999950504,-48.8552237175242,-47.49743638487585,1140.0,-49.99999999950043,-49.99999999952747,-49.99999999947638,1140.0,-45.00233999951824,-46.03356199650882,-43.73225562891646,1140.0,-45.17307999950864,-46.172239715312344,-44.068682264805915,1140.0,-44.94705999951912,-45.98108875451777,-43.908356050221656,1140.0,-46.86617999949048,-47.734898707329165,-46.03908969283067,1140.0,-49.99999999949689,-49.99999999952221,-49.99999999947079,1140.0,-43.11731999949522,-44.25528911211263,-41.90440746567202,1140.0,-42.81381999951366,-44.05917975060897,-41.60998475747276,1140.0,-43.39049999951119,-44.50755512020792,-42.115066277074824,1140.0,-39.592719999510784,-40.709427851701875,-38.48984574341859,1140.0,-44.14185999948119,-44.993285319390154,-43.12815004935639,1140.0,-37.842359999506186,-38.867995505136136,-36.53352050033251,1140.0,-37.66563999948887,-38.909987954279345,-36.50195289900982,1140.0,-36.03525999951191,-37.19327137948591,-34.83419223110313,1140.0,-20.33155555504289,-22.569580476582843,-18.766887649777516,1140.0,-49.999999999482505,-49.99999999952673,-49.99999999943311,1140.0,-21.094814814309725,-23.44391809398241,-19.179738108725328,1140.0,-20.816296295815995,-23.1895383432067,-18.90672057812507,1140.0,-18.888592592089253,-20.638518768141545,-17.31417256629249,1140.0,-11.414333332808539,-11.796063876268173,-11.144913126863491,1140.0,-15.729933332862265,-16.453009408080312,-15.033213697294347,1140.0,-10.742666666179467,-11.131646326463535,-10.471733853268775,1140.0,-10.79993333282227,-11.180397779317653,-10.53615532892064,1140.0,-10.851399999523197,-11.266617520987548,-10.575997570812325
39,1170.0,-48.27927999949888,-48.85522371750149,-47.497436384865935,1170.0,-49.99999999950786,-49.99999999953444,-49.99999999948342,1170.0,-44.991079999502496,-46.02642525687564,-43.70782109051232,1170.0,-45.170919999492206,-46.170047448743794,-44.06850979407065,1170.0,-44.94077999948071,-45.969999881054946,-43.89397222961,1170.0,-46.86617999948151,-47.734898707340086,-46.039089692829975,1170.0,-49.99999999950118,-49.999999999525556,-49.99999999947843,1170.0,-43.10949999948675,-44.251334844152396,-41.87919683051767,1170.0,-42.74077999951449,-43.99280289665378,-41.56426238027005,1170.0,-43.35187999950071,-44.50221164743606,-42.10165527550096,1170.0,-39.59271999949608,-40.709427851687494,-38.489845743402725,1170.0,-44.123019999500805,-44.98201339206066,-43.089560807471976,1170.0,-37.729219999491384,-38.75629355207098,-36.40612770511801,1170.0,-37.50561999950097,-38.75471775789834,-36.36669525636518,1170.0,-35.89829999949687,-37.08189642722125,-34.66756210998557,1170.0,-20.27118518465278,-22.523649045474684,-18.72317806293806,1170.0,-49.99999999950649,-49.999999999553914,-49.99999999945095,1170.0,-21.090444443910883,-23.44296810453588,-19.178968547823885,1170.0,-20.786074073584903,-23.10054123435312,-18.864026219520106,1170.0,-18.87281481430964,-20.615282284960397,-17.290993883869525,1170.0,-11.379933332833756,-11.757099340259217,-11.09953960081393,1170.0,-15.729399999440984,-16.45371488063365,-15.037550583588718,1170.0,-10.725999999536988,-11.116168898713784,-10.461518259298508,1170.0,-10.787466666138554,-11.156625856578364,-10.516370860913629,1170.0,-10.841733332832852,-11.26809292892823,-10.566402741631261
40,1200.0,-48.27927999948598,-48.85522371750276,-47.49743638487787,1200.0,-49.999999999510216,-49.999999999534,-49.99999999948585,1200.0,-44.98389999951265,-46.02272804939672,-43.69442306261291,1200.0,-45.03213999949073,-46.04164948931187,-43.96389473894417,1200.0,-44.93955999949985,-45.97046232346644,-43.894713873296425,1200.0,-46.86617999951376,-47.734898707370505,-46.03908969287147,1200.0,-49.99999999949389,-49.9999999995178,-49.99999999946955,1200.0,-43.09777999947605,-44.246470400467544,-41.87816082088307,1200.0,-42.73855999950806,-43.992803571756404,-41.55982741056887,1200.0,-43.17691999950883,-44.37330681171613,-41.921479854243174,1200.0,-39.59271999948751,-40.709427851681625,-38.48984574337181,1200.0,-44.12187999949983,-44.980078419656834,-43.089286840833246,1200.0,-37.611639999474676,-38.647664740918415,-36.323234062514146,1200.0,-37.36951999952713,-38.561641382509414,-36.21642199458154,1200.0,-35.740359999510645,-36.933869805272856,-34.53754076231033,1200.0,-20.265777777327276,-22.510768193563322,-18.71352234899589,1200.0,-49.99999999953435,-49.99999999958187,-49.99999999948582,1200.0,-20.89377777727357,-23.184845854037988,-19.039290145116517,1200.0,-20.525925925423373,-22.73285383334116,-18.6708344160783,1200.0,-18.871703703215914,-20.615281000055155,-17.290516034247414,1200.0,-11.373799999472734,-11.758086320482967,-11.095546232711857,1200.0,-15.7293999995104,-16.453714880734218,-15.037550583670436,1200.0,-10.696133332826388,-11.097343310619994,-10.425720741816905,1200.0,-10.767733332894837,-11.15055894910674,-10.499813587127585,1200.0,-10.821199999528258,-11.242676191486623,-10.540229199232902
41,1230.0,-48.279279999498804,-48.85522371749598,-47.49743638488266,1230.0,-49.999999999499124,-49.99999999952475,-49.99999999947348,1230.0,-44.983899999490106,-46.022728049367075,-43.69442306260841,1230.0,-45.03173999949727,-46.04164942545765,-43.96348838805181,1230.0,-44.93841999950301,-45.973707269517824,-43.90165022989529,1230.0,-46.8661799994819,-47.734898707347554,-46.03908969281903,1230.0,-49.99999999949606,-49.99999999952164,-49.99999999946924,1230.0,-43.09777999951441,-44.24647040052238,-41.87816082091137,1230.0,-42.669079999524364,-43.95284748611068,-41.48574421999722,1230.0,-43.17691999951159,-44.37330681170919,-41.921479854241205,1230.0,-39.55757999949054,-40.68925969215583,-38.44602142305108,1230.0,-44.12187999948879,-44.98007841961227,-43.08928684081781,1230.0,-37.515979999489595,-38.5793548766577,-36.20239151524164,1230.0,-37.33851999948413,-38.53403957393013,-36.196251447775786,1230.0,-35.73125999950365,-36.9219787565332,-34.52134782556402,1230.0,-20.265777777288672,-22.510768193458706,-18.71352234894798,1230.0,-49.99999999950166,-49.99999999955063,-49.99999999945217,1230.0,-20.890296295787614,-23.181375305576328,-19.036968401672087,1230.0,-20.525777777310747,-22.732592353220536,-18.670704671220186,1230.0,-18.871703703187823,-20.615281000002437,-17.290516034218257,1230.0,-11.367666666173625,-11.747719070417208,-11.090955375469862,1230.0,-15.729399999506734,-16.453714880727688,-15.037550583638033,1230.0,-10.689066666167731,-11.093742321675197,-10.416515353344613,1230.0,-10.765199999476415,-11.14626073392643,-10.498751974622467,1230.0,-10.805533332842929,-11.219760886249368,-10.533772749218697
